MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
2.8406,34.0,3.281721632196758,0.7274864974048936,7.897296472595885,0.917519713649981,37.81,-122.26,1.471783747135305
3.2727,52.0,4.442982456140351,0.7212571394918387,6.565264970035361,0.9379835564854149,34.25,-118.5,1.3042705256412999
3.1691,52.0,4.165876777251185,0.7371867419707795,6.532334292222349,1.3396635689714214,37.81,-122.25,1.2792657883613672
3.9,29.0,4.848189415041783,0.7158676071256531,7.275864600546533,1.3396635689714214,37.82,-118.5,1.3236207665918318
3.9063,28.0,4.160847880299252,0.7256554095600484,7.327123292259293,1.0630755543913224,37.82,-122.25,1.1786549963416462
5.0917,52.0,5.628458498023716,0.761876512712126,6.311734809152915,1.1549652252192415,37.82,-122.25,1.2878542883066382
2.6429,32.0,3.727005870841488,0.7296545969024085,7.499423290592229,1.0178082562528137,37.82,-122.25,1.1584522890241267
3.0233,26.0,3.2530813475760065,0.6844819726375045,7.4673710669175595,0.8908254297103502,37.82,-122.25,1.2669476034873244
3.1484,52.0,4.578034682080925,0.7309588683030538,6.84587987526405,1.032917029402715,37.83,-122.25,1.1758819241594103
3.4722,35.0,3.822274881516588,0.7002310354483503,6.516193076042964,0.9553291462392185,37.83,-122.25,1.2328517638763126
3.5296,52.0,4.3951890034364265,0.6862506015008849,6.282266746896006,1.0420601191631884,37.83,-118.5,1.1987592372730485
2.4234,28.0,3.0234798314268514,0.7195856728053509,7.847371836159788,0.9321783025110438,37.83,-122.25,1.1584522890241267
3.0897,52.0,4.040501446480231,0.7254080427781668,7.488293515159428,1.001468220023962,37.83,-122.25,1.2062701633746196
5.8596,50.0,6.742627345844504,0.7171563112718758,6.878326468291325,1.281082776879422,37.84,-122.23,1.4530179931627987
5.2868,47.0,6.546391752577319,0.6606665882707797,7.002155954403621,1.182928168943529,37.84,-122.23,1.4987297904496788
5.956,41.0,6.851063829787234,0.7322655971554165,6.678342114654332,1.1351698844019074,37.83,-122.24,1.5392300173906037
4.9643,37.0,7.1063829787234045,0.7649729151312009,4.59511985013459,1.3396635689714214,37.85,-118.5,1.4701758451005926
6.3434,52.0,5.226737114268806,0.7030238040558572,7.063903961472068,1.2899911325745739,37.85,-122.23,1.5551928975817046
5.1773,52.0,6.358558558558559,0.7101194504032275,7.071573364211532,1.138063975375946,37.84,-122.24,1.5882142759824736
7.2354,29.0,7.11716621253406,0.6904186659067413,6.804614520062624,1.239834286942601,37.85,-122.24,1.5914775870571074
5.457,29.0,5.5303347280334725,0.7401425491533542,7.616775808698373,1.1392669051647084,37.85,-122.22,1.4754492724307835
7.5,50.0,6.127348643006263,0.6868644373804501,6.939253946041508,1.1481643323980548,37.84,-122.22,1.3742217798856213
6.0194,44.0,5.735343383584589,0.6931471805599453,7.214504414151143,1.186228359026864,37.84,-122.21,1.3668566672274156
7.5544,40.0,7.631498470948012,0.7083219785791804,7.063903961472068,1.2444277590182498,37.83,-122.21,1.6321773994035897
6.0666,30.0,6.446064139941691,0.6975108238477187,7.063903961472068,1.241453947443728,37.84,-122.2,1.4146388341290332
7.0548,34.0,6.125,0.687080427877708,7.063903961472068,1.1934335904377646,34.25,-122.21,1.4490343909410766
8.023600000000002,18.0,8.335051546391753,0.7335567188978219,6.280395838960195,1.3210683184701912,37.84,-122.19,1.5945272996983462
7.4882,35.0,6.467268623024831,0.7121527833718498,6.9782137426306985,1.2296009478983339,37.84,-122.2,1.4334164681886254
8.023600000000002,28.0,6.978947368421053,0.6772317252540458,6.139884552226255,1.2345530571159449,37.83,-122.19,1.4706355095536416
8.023600000000002,29.0,7.530805687203792,0.7211864006243385,6.297109319933935,1.272207094323827,37.83,-122.2,1.506740514195758
6.8538,29.0,6.657992565055762,0.696857759956481,6.495265555937008,1.2404732065454624,37.83,-122.19,1.5452193401074492
8.023600000000002,32.0,6.977186311787072,0.6950465163635977,6.455198563340122,1.228016036124435,34.25,-122.19,1.5388008328346596
7.0175,37.0,5.226737114268806,0.7072517867414873,6.042632833682381,1.2197566720271977,37.82,-118.5,1.5405164669676785
6.7851,45.0,6.957746478873239,0.7048159243943226,7.063903961472068,1.25410345126982,34.25,-122.2,1.4433833281040176
2.8929,50.0,5.132246376811594,0.7400376809165813,7.063903961472068,1.1886384403258292,37.8,-122.21,1.1527847675565026
3.5296,38.0,4.628336755646817,0.7412526476810599,6.858565034791365,1.0827444151984023,37.8,-122.21,1.2032725592115425
5.2402,52.0,6.200892857142857,0.6659961914939945,6.236369590203704,1.1868629767594758,37.81,-122.21,1.3772536164677416
6.5217,52.0,6.39935064935065,0.7360449412640448,6.641182169740591,1.3396635689714214,37.81,-122.22,1.3182831505033468
3.5296,52.0,5.183673469387755,0.7188900682530801,6.97914527506881,1.233465558550548,37.8,-122.22,1.097278065654973
4.5428,52.0,5.283495145631068,0.7180765636024706,7.078341579557671,1.1942166293805714,37.8,-122.22,1.2231870232497404
4.072,52.0,5.226737114268806,0.691675509948489,6.6293632534374485,1.1704768498977538,37.81,-122.22,1.308603053404019
5.3509,52.0,5.65067178502879,0.7074399441168707,6.942156705699469,1.0934807828599675,37.81,-122.22,1.391530627915137
3.1603,52.0,4.429193899782135,0.7221347174331976,6.669498089857879,0.9986434892868533,37.8,-122.23,1.3069805544001651
8.023600000000002,52.0,7.702631578947368,0.7216834878248796,6.92951677076365,1.3047702936165755,34.25,-122.22,1.5894392659274104
8.023600000000002,52.0,8.477812614400573,0.7569586933048991,6.759255270663693,1.4672311233903077,37.81,-122.23,1.6298286020818344
6.8591,52.0,7.599388379204893,0.6715080054564642,6.860663671448287,1.3646551860164093,37.81,-122.24,1.509396558253874
6.0302,52.0,5.8203125,0.65735807270836,6.453624998892692,1.246044018246623,37.81,-118.5,1.3540294005326152
3.5296,52.0,7.994318181818182,0.7114446650015231,6.778784897685177,1.251138272768366,37.81,-122.23,1.5011843269938463
2.7477,52.0,4.333333333333333,0.7602058154670658,6.823286122355687,1.0649248926844344,37.81,-122.24,1.2348899069606576
2.1944,52.0,5.226737114268806,0.7171563112718758,5.8888779583328805,1.1174807729724925,34.25,-122.24,1.1362291522394166
3.0149,52.0,4.276639344262295,0.7154378704583169,7.088408778675395,1.239205436933315,37.8,-122.25,1.1581382679821366
3.675,52.0,4.851351351351352,0.6775826640188337,6.955592608396297,1.1063046342912652,37.81,-122.24,1.308062512850317
3.225,46.0,5.226737114268806,0.7503799631947818,7.2254814727822945,1.0431061825332408,37.81,-122.25,1.1593937609279688
2.9345,42.0,4.059113300492611,0.7171563112718758,7.063903961472068,0.9894129967031178,34.25,-122.25,1.1786549963416462
2.1429,29.0,3.2742382271468142,0.7171563112718758,7.215239978730097,1.058578687500808,37.8,-122.25,1.252762968495368
1.6121,41.0,3.5617433414043584,0.7587444630457586,6.968850378341948,1.2729656758128876,37.8,-122.25,0.9984235614126774
1.3929,29.0,3.1927554980595083,0.7171563112718758,7.197435354096591,1.0032158610738309,37.8,-122.25,1.0777290777516855
2.3173,27.0,3.804195804195804,0.7640031173272899,7.066466970136958,1.3163019892998555,37.79,-118.5,0.8109302162163288
1.7772,29.0,3.882608695652174,0.7624298651194947,7.297091005160418,1.4366361159807415,37.79,-122.25,0.6805683983530851
2.6458,50.0,3.209183673469388,0.6725278933572095,6.610696044717759,1.5656352897757073,37.79,-122.25,0.8109302162163288
2.181,52.0,3.68870523415978,0.7309895337431053,6.99117688712121,1.3396635689714214,37.79,-122.25,0.8704561955303556
2.2303,36.0,3.0902394106813995,0.7495379579148203,7.406103381237015,1.3936338436079363,37.8,-122.25,0.773343722554222
1.6504,29.0,3.639751552795031,0.6954736647422889,7.444833273892193,1.2961725617158684,37.8,-122.25,0.9234649356221555
2.2697,52.0,4.368421052631579,0.7171563112718758,6.595780513961311,1.4365454459289975,37.8,-122.24,0.8197798314933114
2.1563,29.0,4.585014409221902,0.7299264320632418,7.020190708311925,1.4402857415043084,37.8,-122.24,0.8268035653726189
2.1348,52.0,4.734328358208956,0.783015170061585,6.914730892718563,1.387040351456612,37.8,-122.24,0.8779656175524871
2.957,52.0,4.496259351620948,0.716561682145859,7.186901020411631,1.457280257681107,37.8,-122.24,0.8011043220650376
2.5238,49.0,4.192023633677991,0.7449573280619662,7.305188215393037,1.1620423670540971,37.8,-122.24,0.9906558138294619
1.9375,52.0,4.209677419354839,0.6877563319250689,6.192362489474872,1.2874834371991057,37.8,-122.23,0.8180161626058146
2.25,50.0,5.226737114268806,0.768545198044157,7.047517221357296,1.326723400874558,37.8,-122.23,0.8042412280655322
2.3929,29.0,4.471428571428572,0.7265128744037456,6.739336627357174,1.3898594272843867,37.8,-122.23,0.750944279286162
2.1917,29.0,4.844029244516653,0.738022686913383,8.050065422915965,1.5145825438909453,37.79,-122.23,0.7551825714793979
2.9357,52.0,4.327669902912621,0.6723003189204225,7.414572881350589,1.6147635120460577,34.25,-122.23,0.7318870088758759
3.5296,30.0,3.798479087452472,0.6950465163635977,6.919683849847411,1.577762803954344,34.25,-122.23,0.8649974374866045
2.1638,39.0,3.776349614395887,0.7457249966398525,7.289610521451167,1.5609818826669135,37.79,-122.24,0.7202758479481979
2.125,47.0,4.528052805280528,0.8066527827894932,7.063903961472068,1.3396635689714214,37.79,-122.24,0.670390193437329
3.375,52.0,4.011904761904762,0.7282385003712154,6.473890696352274,1.5792241338376038,37.79,-118.5,0.770571077524749
2.2542,43.0,4.554621848739496,0.7194099201070124,7.158513997329321,1.5253253093104517,37.79,-122.24,0.7523590401917915
2.1,51.0,5.226737114268806,0.6232776015320345,5.43372200355424,1.6381137124107668,37.79,-122.25,0.5596157879354227
1.6,39.0,5.226737114268806,0.7172447321390059,5.945420608606575,1.3396635689714214,37.79,-122.25,0.7537718023763802
3.625,52.0,3.973568281938326,0.7149345347448526,6.741700694652055,1.5532637251492958,37.79,-122.25,0.8109302162163288
1.6929,20.0,5.226737114268806,0.7665681035626288,7.063903961472068,1.2395740940600337,37.8,-122.26,0.7654678421395714
1.6471,29.0,2.833333333333333,0.6562426236244944,6.255750041753367,1.5619512461681127,37.77,-122.22,0.6678293725756554
2.59,52.0,4.38996138996139,0.7711087220296571,6.7650389767805414,1.4687102529389828,37.77,-122.22,0.6749832099322741
2.57,52.0,4.202185792349726,0.7540931907770253,6.418364935936212,1.4688559618129111,37.77,-118.5,0.5423242908253617
2.6429,29.0,3.746031746031746,0.7695201593445193,6.030685260261263,1.4571373718950034,37.78,-122.23,0.5382462193419828
3.0257,52.0,4.046948356807512,0.7171563112718758,6.902742737158593,1.7147434548630078,37.78,-122.23,0.5922212619699848
3.5296,43.0,3.2420091324200917,0.7312256891344495,7.317876198626496,1.4902840746439383,37.78,-122.23,0.7537718023763802
1.4844,52.0,3.8666666666666663,0.7171563112718758,6.9167150203536085,1.3396635689714214,37.78,-122.23,0.7857263618530385
1.6009,29.0,3.1158455392809588,0.7412396186536896,7.942362237674335,1.5572331368265653,34.25,-122.23,0.779783487219492
2.293,29.0,5.365296803652968,0.6885705135325334,6.756932389247553,1.3396635689714214,37.79,-118.5,0.7241612340891147
2.1494,37.0,4.479923518164436,0.7407529962103074,7.3833681469923835,1.3396635689714214,34.25,-122.22,0.8437200390393196
3.5296,30.0,4.357142857142857,0.7108467576593462,6.054439346269371,1.3951833085371366,37.79,-122.23,0.8006553882752306
1.3281,40.0,5.054347826086956,0.7171563112718758,6.336825731146441,1.4024672203654915,37.79,-118.5,0.7575294394892135
3.5156,44.0,5.226737114268806,0.7675177232810152,6.8690144506657065,1.3396635689714214,37.79,-122.22,0.739553553374101
3.9048,52.0,4.998540145985402,0.6967901718384464,7.729295674310482,1.46284980500852,34.25,-122.22,0.9734269232449642
3.0893,52.0,3.907692307692308,0.6802437757240375,6.398594934535208,1.405342556090585,34.25,-122.21,0.8109302162163288
2.6042,46.0,5.226737114268806,0.7376814411714974,7.063903961472068,1.4171235191397924,37.79,-122.22,0.8095959932031922
2.5,49.0,4.306603773584905,0.7233469204235777,7.091742115095153,1.34352963953188,37.79,-122.22,0.8616233305318469
2.7969,38.0,4.626707132018209,0.7318424843196634,7.681560362559537,1.3396635689714214,34.25,-122.22,0.882527101721346
2.8321,29.0,4.823529411764706,0.7447345493504385,6.84587987526405,1.3248881839686355,37.79,-122.2,0.9162907318741551
2.9583,47.0,5.284246575342466,0.7185077958471676,6.756932389247553,1.3716326064536009,37.79,-122.21,0.8704561955303556
2.8365,34.0,4.5813953488372094,0.7171563112718758,7.325148957955575,1.371161048146784,37.79,-122.21,0.8721298360883852
2.875,35.0,4.520725388601036,0.722504745189501,7.042286171939743,1.3765318364642314,37.79,-122.21,0.8911780310590798
3.0682,39.0,4.316810344827586,0.7312067423842904,7.01211529430638,1.2208553508320226,37.8,-122.21,0.9419584786227329
3.5296,39.0,5.226737114268806,0.7171563112718758,7.108244139731541,1.31846193073073,34.25,-122.21,0.9202827531436926
4.9559,43.0,6.6923076923076925,0.7403662524973361,7.063903961472068,1.2385334793914033,37.8,-122.2,1.3164082336557241
3.4861,52.0,4.984419263456091,0.6966820021974384,7.5411524551363085,1.2994117422582956,37.8,-122.21,1.054660401138927
3.5296,29.0,6.088235294117647,0.7171563112718758,6.690842277418564,1.2133405543295361,37.8,-122.2,1.2225982684491008
4.0977,48.0,5.242063492063492,0.7147378131523128,6.2285110035911835,1.1012542981309483,37.8,-122.21,1.1930129640895941
4.744,48.0,7.117647058823529,0.736319352425154,6.415096959171596,1.2706099621204285,37.8,-122.19,1.2734055790412728
3.5296,46.0,5.226737114268806,0.7066103607282392,6.645090969505644,1.1979304898699734,37.8,-122.19,1.2438663679876125
3.5296,40.0,4.51063829787234,0.7368586136503616,6.504288173536645,1.3450290059184646,37.79,-122.2,0.9917691930500606
3.8487,46.0,5.1152882205513786,0.7006378522891029,6.966024187106113,1.2958594956787401,37.8,-122.2,1.109552228706444
4.0114,52.0,6.5451263537906135,0.7171563112718758,6.45833828334479,1.1938130652668115,37.8,-122.19,1.2903339699739793
4.6563,45.0,5.986784140969163,0.6898377456585781,7.009408932708637,1.2343439022022347,37.79,-122.19,1.1993621917682529
2.9297,28.0,4.699551569506727,0.7596456631257246,7.460490305825338,1.2799368364063959,37.79,-122.19,0.8775499035577244
2.3036,29.0,4.62051282051282,0.7779124471876552,6.917705609835305,1.2773662355417892,37.79,-118.5,0.8153648132841945
2.6667,49.0,4.2,0.6567795363890705,6.6039438246004725,1.3396635689714214,34.25,-118.5,0.7975071958841881
2.619,44.0,3.30142566191446,0.7171563112718758,7.2115567333138015,1.3237904286801072,34.25,-122.2,0.8531379168688864
3.5296,45.0,4.462025316455696,0.7535235710234858,7.333676395657684,1.3396635689714214,37.79,-122.21,0.8729656071357813
2.7788,29.0,4.210416666666666,0.7419373447293773,7.252053951852814,1.3705460041517514,37.79,-122.2,0.7673265787341967
2.7352,46.0,3.934973637961336,0.6380542430300576,7.237778191923443,1.2363089838182098,34.25,-122.21,0.8641549774536265
1.8472,52.0,5.226737114268806,0.7171563112718758,6.97166860472579,1.60122584687373,37.78,-122.21,0.8628899551470398
2.6583,29.0,4.310204081632653,0.6493445579015524,6.675823221634848,1.4428289976848003,37.78,-122.21,0.8862438105218583
3.0536,49.0,3.66530612244898,0.6911042789301451,6.659293919683638,1.4302135950547261,37.78,-122.21,0.8649974374866045
3.5296,43.0,4.181818181818182,0.7562257913379469,7.063903961472068,1.3899730899773532,34.25,-122.21,0.8188983858655057
2.625,47.0,3.655601659751037,0.7171563112718758,6.625392368007956,1.4169402731659189,34.25,-122.21,0.7481087386339197
1.7276,50.0,4.036363636363636,0.7299611536826616,7.4999765409521215,1.6305765452730223,37.78,-122.22,0.7045815581856084
2.0801,29.0,3.38989898989899,0.7121572577849187,7.063903961472068,1.4893795629405815,34.25,-122.22,0.8411360582733945
2.489,51.0,5.226737114268806,0.7784607642724808,7.342131730584722,1.5945696559672613,34.25,-122.22,0.7843580606133295
1.7546,52.0,4.733333333333333,0.7162124534909414,6.990256500493881,1.5296729439652377,37.76,-122.21,0.5911144549947938
4.0904,52.0,4.313868613138686,0.8066527827894932,5.869296913133774,1.2744244652765473,37.77,-122.21,0.5911144549947938
2.6765,52.0,5.0,0.7064807114294105,6.161207321695077,1.4289937867937204,34.25,-122.21,0.635518067723309
3.5296,49.0,4.703933747412008,0.7085558059127903,7.3914152346753585,1.3396635689714214,37.77,-122.2,0.7050757514252192
2.3309,46.0,3.485875706214689,0.7223768188748837,7.076653815443951,1.4682908304048214,37.77,-122.21,0.6866259635696798
2.2604,43.0,3.671480144404332,0.781210951843503,6.729824070489475,1.3907968450882064,34.25,-122.21,0.6931471805599453
1.8039,42.0,3.543726235741445,0.6758888423306646,6.803505257608338,1.4866041203408997,37.77,-122.19,0.6538864666066427
2.2562,39.0,5.007448789571694,0.7475083897788327,7.543802867501509,1.507588708862719,37.77,-122.2,0.6668032052203433
2.0562,41.0,4.536656891495602,0.7961588988960162,6.932447891572509,1.3870272303355433,37.77,-122.2,0.7030975114131134
3.1167,39.0,4.659574468085107,0.7232738859634525,7.063903961472068,1.3476585832415893,37.78,-122.2,0.7957037688850374
